id;Vencimento;DataDocumento;NumeroDocumento;ValorDocumento;IDFornecedor;ValorAbatimento;DataAbatimento;Status
374;10/05/2021;11/05/2021;296438;171,45;267589;171,45;10/05/2021;PAID
375;11/05/2021;11/05/2021;8765;24,25;267589;24,25;11/05/2021;PAID
376;07/05/2021;07/05/2021;147177;190;267640;190;07/05/2021;PAID
377;12/05/2021;12/05/2021;147692;190;267640;190;12/05/2021;PAID
378;11/05/2021;12/05/2021;48530;123;253245;123;11/05/2021;PAID
379;11/05/2021;11/05/2021;1100341797;50;267619;50;11/05/2021;PAID
380;07/06/2021;12/05/2021;147362;40;267611;40;07/06/2021;PAID
381;11/06/2021;11/05/2021;5009;610;267576;610;11/06/2021;PAID
382;12/05/2021;12/05/2021;1;120;267610;120;12/05/2021;PAID
383;13/05/2021;13/05/2021;1100341992;234;267619;234;13/05/2021;PAID
384;11/06/2021;13/05/2021;10783;594,86;267646;594,86;11/06/2021;PAID
385;11/06/2021;13/05/2021;159824;411,5;267632;411,5;11/06/2021;PAID
386;13/05/2021;13/05/2021;72783;770;253238;770;13/05/2021;PAID
387;12/05/2021;13/05/2021;335406;2005,01;267575;2005,01;12/05/2021;PAID
388;13/05/2021;13/05/2021;88347;40;267647;40;13/05/2021;PAID
389;14/05/2021;14/05/2021;1;28;267648;28;14/05/2021;PAID
390;17/05/2021;17/05/2021;297801;60;267589;60;17/05/2021;PAID
391;17/05/2021;17/05/2021;298053;160,23;267589;160,23;17/05/2021;PAID
392;18/05/2021;19/05/2021;337233;134,97;267575;134,97;18/05/2021;PAID
393;18/05/2021;19/05/2021;74768;224;253256;224;18/05/2021;PAID
394;18/05/2021;18/05/2021;0;67;267584;67;18/05/2021;PAID
395;19/05/2021;19/05/2021;298501;41,31;267589;41,31;19/05/2021;PAID
396;19/05/2021;20/05/2021;337705;350;267575;350;19/05/2021;PAID
397;16/06/2021;20/05/2021;23690;960;267574;960;16/06/2021;PAID
398;17/05/2021;20/05/2021;23690;960;267574;960;17/05/2021;PAID
399;20/05/2021;20/05/2021;23689;12;267574;12;20/05/2021;PAID
400;17/05/2021;20/05/2021;23689;12;267574;12;17/05/2021;PAID
401;20/05/2021;20/05/2021;2121;190;267640;190;20/05/2021;PAID
402;20/05/2021;20/05/2021;23724;35;267574;35;20/05/2021;PAID
403;18/05/2021;20/05/2021;23724;35;267574;35;18/05/2021;PAID
404;21/05/2021;21/05/2021;158;200;267630;200;21/05/2021;PAID
405;17/05/2021;01/05/2021;169160;50;267603;50;17/05/2021;PAID
406;17/05/2021;01/05/2021;5;2200;267602;2200;17/05/2021;PAID
407;20/05/2021;03/05/2021;5;242;267616;242;20/05/2021;PAID
408;21/05/2021;21/05/2021;5;2471,99;267649;2471,99;21/05/2021;PAID
409;20/05/2021;20/05/2021;5;500;267628;500;20/05/2021;PAID
410;20/05/2021;20/05/2021;5;153,15;267650;153,15;20/05/2021;PAID
411;17/05/2021;03/05/2021;5;253,67;267651;253,67;17/05/2021;PAID
412;17/05/2021;03/05/2021;5;191,6;267652;191,6;17/05/2021;PAID
413;09/06/2021;24/05/2021;6;143,3;267615;143,3;09/06/2021;PAID
414;01/06/2021;24/05/2021;4;7712,67;267626;7712,67;01/06/2021;PAID
415;04/06/2021;26/05/2021;39516;1210;253270;1210;04/06/2021;PAID
416;04/06/2021;26/05/2021;39527;934;253270;934;04/06/2021;PAID
417;25/05/2021;26/05/2021;75166;438,84;253256;438,84;25/05/2021;PAID
418;04/06/2021;26/05/2021;74248;2168,52;253238;2168,52;04/06/2021;PAID
420;26/05/2021;27/05/2021;339949;285,79;267575;285,79;26/05/2021;PAID
421;28/05/2021;28/05/2021;1100343329;22,68;267619;22,68;28/05/2021;PAID
422;29/05/2021;29/05/2021;23926;300;267574;300;29/05/2021;PAID
423;25/05/2021;25/05/2021;23825;380;267642;380;25/05/2021;PAID
424;27/05/2021;29/05/2021;75314;1125;253256;1125;27/05/2021;PAID
425;30/06/2021;31/05/2021;23938;340;267574;340;30/06/2021;PAID
426;31/05/2021;31/05/2021;23947;144;267574;144;31/05/2021;PAID
427;31/05/2021;01/06/2021;341269;1063;267575;1063;31/05/2021;PAID
428;31/05/2021;31/05/2021;208869;150;267584;150;31/05/2021;PAID
429;31/05/2021;31/05/2021;300036;150,3;267589;150,3;31/05/2021;PAID
430;26/06/2021;27/05/2021;124527;402,88;253256;402,88;28/06/2021;PAID
431;14/05/2021;14/05/2021;1;230;267592;230;14/05/2021;PAID
432;12/05/2021;12/05/2021;146878;30;267572;30;12/05/2021;PAID
433;15/05/2021;15/05/2021;297801;60;267589;60;15/05/2021;PAID
434;11/06/2021;01/06/2021;159824;411,5;267632;411,5;11/06/2021;PAID
435;12/05/2021;12/05/2021;88347;40;267647;40;12/05/2021;PAID
436;11/05/2021;11/05/2021;205872;260;267584;260;11/05/2021;PAID
437;19/05/2021;18/05/2021;422;1800;253277;1800;19/05/2021;PAID
440;19/07/2021;20/05/2021;36096;1075,93;267644;1075,93;19/07/2021;PAID
442;24/05/2021;24/05/2021;298921;43,22;267589;43,22;24/05/2021;PAID
443;24/05/2021;24/05/2021;124226;906,24;253256;906,24;24/05/2021;PAID
444;25/05/2021;25/05/2021;3541;180;267609;180;25/05/2021;PAID
445;22/05/2021;22/05/2021;2242;740;267640;740;22/05/2021;PAID
446;16/06/2021;01/06/2021;74428;250;253252;250;16/06/2021;PAID
447;16/07/2021;01/06/2021;74428;250;253252;250;16/07/2021;PAID
448;25/06/2021;01/06/2021;455;650;267576;650;28/06/2021;PAID
449;22/05/2021;22/05/2021;1100342937;78;267619;78;22/05/2021;PAID
450;28/05/2021;28/05/2021;1100343623;33;267619;33;28/05/2021;PAID
452;27/05/2021;01/06/2021;23800;45;267574;45;27/05/2021;PAID
453;31/05/2021;01/06/2021;23943;112,8;267574;112,8;31/05/2021;PAID
454;14/05/2021;01/06/2021;23671;65;267574;65;14/05/2021;PAID
455;10/05/2021;01/06/2021;23572;133,8;267574;133,8;10/05/2021;PAID
456;18/05/2021;18/05/2021;11584;88,2;267583;88,2;18/05/2021;PAID
457;27/06/2021;02/06/2021;9088;550;267622;550;28/06/2021;PAID
458;0202-05-31;31/05/2021;209087;140,6;267631;140,6;31/05/2021;PAID
459;02/06/2021;02/06/2021;1100344019;620;267619;620;02/06/2021;PAID
462;02/06/2021;02/06/2021;1;73;267592;73;02/06/2021;PAID
463;10/06/2021;05/06/2021;425;405,38;267617;405,38;10/06/2021;PAID
464;18/06/2021;05/06/2021;6;461,77;267616;461,77;18/06/2021;PAID
465;07/06/2021;05/06/2021;6;234,43;267654;234,43;07/06/2021;PAID
466;04/06/2021;04/06/2021;6;243;267655;243;04/06/2021;PAID
467;31/05/2021;31/05/2021;1;240;267610;240;31/05/2021;PAID
468;07/07/2021;08/06/2021;37015;618,4;267644;618,4;07/07/2021;PAID
469;22/07/2021;08/06/2021;37015;618,39;267644;618,39;22/07/2021;PAID
470;06/08/2021;08/06/2021;37015;618,39;267644;618,39;06/08/2021;PAID
471;05/07/2021;08/06/2021;75585;175,63;253238;175,63;05/07/2021;PAID
472;19/07/2021;08/06/2021;75585;145,63;253238;145,63;19/07/2021;PAID
473;02/08/2021;08/06/2021;75585;145,63;253238;145,63;02/08/2021;PAID
474;08/06/2021;08/06/2021;210086;7,6;267631;7,6;08/06/2021;PAID
475;10/07/2021;11/06/2021;37254;446,11;267644;446,11;12/07/2021;PAID
476;10/06/2021;10/06/2021;1100344730;8,8;267619;8,8;10/06/2021;PAID
477;07/07/2021;11/06/2021;75891;213,25;253238;213,25;07/07/2021;PAID
478;21/07/2021;11/06/2021;75891;183,25;253238;183,25;21/07/2021;PAID
479;11/06/2021;11/06/2021;24096;365;267574;365;11/06/2021;PAID
480;10/06/2021;11/06/2021;24084;1480;267574;1480;11/06/2021;PAID
481;11/06/2021;11/06/2021;47817;14;267572;14;11/06/2021;PAID
482;11/06/2021;11/06/2021;1212;392;267656;392;11/06/2021;PAID
483;11/07/2021;12/06/2021;161122;472,5;267632;472,5;12/07/2021;PAID
484;10/08/2021;12/06/2021;161122;472,5;267632;472,5;10/08/2021;PAID
485;12/06/2021;12/06/2021;1212;59;267589;59;12/06/2021;PAID
486;11/07/2021;12/06/2021;24119;435,5;267574;435,5;15/07/2021;PAID
487;10/08/2021;12/06/2021;24119;435,5;267574;435,5;10/08/2021;PAID
488;10/06/2021;10/06/2021;6;7774,6;267634;7774,6;11/06/2021;PAID
489;14/06/2021;14/06/2021;1;263;267592;263;14/06/2021;PAID
490;15/06/2021;16/06/2021;345870;546,99;267575;546,99;16/06/2021;PAID
491;14/07/2021;16/06/2021;39726;1551;253270;1391;10/07/2021;PAID
492;15/07/2021;15/06/2021;125397;476,78;253256;476,78;15/07/2021;PAID
493;15/06/2021;07/06/2021;12962;1972;267658;1972;16/06/2021;PAID
494;15/07/2021;07/06/2021;12962;1972;267658;1972;15/07/2021;PAID
495;15/07/2021;15/06/2021;239;1210,23;267657;1210,23;15/07/2021;PAID
496;15/08/2021;15/06/2021;239;1210,23;267657;1210,23;16/08/2021;PAID
497;17/06/2021;17/06/2021;24178;155;267574;155;17/06/2021;PAID
498;16/06/2021;17/06/2021;24167;230;267574;230;17/06/2021;PAID
499;18/06/2021;18/06/2021;55138;28,24;267581;28,24;18/06/2021;PAID
500;17/06/2021;18/06/2021;346753;2026,12;267575;2026,12;18/06/2021;PAID
501;08/07/2021;18/06/2021;37671;273;267644;273;08/07/2021;PAID
502;22/07/2021;18/06/2021;37671;250;267644;250;22/07/2021;PAID
503;05/08/2021;18/06/2021;37671;250;267644;250;05/08/2021;PAID
504;18/06/2021;18/06/2021;1100345543;190;267675;190;18/06/2021;PAID
505;26/06/2021;18/06/2021;60953;650;267659;650;28/06/2021;PAID
506;18/06/2021;18/06/2021;303704;92;267589;92;18/06/2021;PAID
507;18/06/2021;19/06/2021;347165;2483;267575;2483;19/06/2021;PAID
508;29/05/2021;29/05/2021;89078;17,2;267647;17,2;29/05/2021;PAID
509;07/06/2021;02/06/2021;24006;363,5;267574;363,5;07/06/2021;PAID
511;08/07/2021;19/06/2021;24073;413,33;267574;413,33;08/07/2021;PAID
512;07/08/2021;19/06/2021;24073;413,34;267574;413,34;09/08/2021;PAID
513;06/09/2021;19/06/2021;24073;413,33;267574;413,33;06/09/2021;PAID
514;04/06/2021;19/06/2021;342546;2446;267575;2446;19/06/2021;PAID
515;02/06/2021;02/06/2021;1100344096;145;267619;145;02/06/2021;PAID
516;04/06/2021;04/06/2021;1100344192;33;267619;33;04/06/2021;PAID
517;17/06/2021;17/06/2021;1100345384;159;267619;159;17/06/2021;PAID
518;07/06/2021;07/06/2021;45773;1124,9;267660;1124,9;07/06/2021;PAID
519;16/07/2021;19/06/2021;39818;1659;253270;1659;16/07/2021;PAID
520;01/06/2021;01/06/2021;209191;99;267584;99;01/06/2021;PAID
521;16/06/2021;16/06/2021;1;66;267592;66;16/06/2021;PAID
522;05/06/2021;05/06/2021;2;120;267592;120;05/06/2021;PAID
523;02/06/2021;02/06/2021;4;210;267574;210;02/06/2021;PAID
524;09/06/2021;09/06/2021;1818;105;267661;105;09/06/2021;PAID
525;19/06/2021;19/06/2021;24226;1170;267574;1170;19/06/2021;PAID
526;19/06/2021;19/06/2021;1100345692;85;267619;85;19/06/2021;PAID
527;15/06/2021;01/06/2021;6;2200;267602;2200;16/06/2021;PAID
528;15/06/2021;17/09/2020;16916;50;267603;50;16/06/2021;PAID
529;16/06/2021;0202-06-01;6;253,67;267605;253,67;16/06/2021;PAID
530;17/06/2021;16/06/2021;6;95;267650;95;17/06/2021;PAID
531;15/06/2021;21/06/2021;1818;356,26;267644;356,26;21/06/2021;PAID
532;15/07/2021;21/06/2021;1818;356,26;267644;356,26;15/07/2021;PAID
533;21/06/2021;21/06/2021;211948;135;267584;135;21/06/2021;PAID
534;21/06/2021;21/06/2021;1;190;267592;190;21/06/2021;PAID
535;21/07/2021;21/06/2021;161447;225;267632;225;21/07/2021;PAID
536;20/08/2021;21/07/2021;24553;338;267632;338;20/08/2021;PAID
537;21/06/2021;21/06/2021;347663;481,41;267575;481,41;21/06/2021;PAID
538;22/06/2021;22/06/2021;3568;510;267609;510;22/06/2021;PAID
539;29/06/2021;23/06/2021;77358;399,6;253238;399,6;29/06/2021;PAID
540;22/06/2021;22/06/2021;1;100;267656;100;22/06/2021;PAID
541;23/06/2021;23/06/2021;1100346017;750;267619;750;23/06/2021;PAID
542;22/06/2021;22/06/2021;2021005551;12;267597;12;22/06/2021;PAID
543;22/06/2021;22/06/2021;89950;12;267647;12;22/06/2021;PAID
544;22/06/2021;23/06/2021;377383;640;267662;640;22/06/2021;PAID
545;24/06/2021;25/06/2021;349050;515,72;267575;515,72;25/06/2021;PAID
546;22/07/2021;25/06/2021;77643;253,05;253238;253,05;22/07/2021;PAID
547;05/08/2021;25/06/2021;77643;223,05;253238;223,05;05/08/2021;PAID
548;19/08/2021;25/06/2021;77643;223,05;253238;223,05;19/08/2021;PAID
549;25/06/2021;25/06/2021;24303;115;267574;115;25/06/2021;PAID
550;25/06/2021;25/06/2021;24324;110;267574;110;25/06/2021;PAID
551;23/06/2021;23/06/2021;212375;135;267584;135;23/06/2021;PAID
552;24/06/2021;24/06/2021;1100346172;145,7;267619;145,7;24/06/2021;PAID
553;25/07/2021;28/06/2021;11680;345,06;267646;345,06;25/07/2021;PAID
554;24/08/2021;28/06/2021;11680;345,05;267646;345,05;24/08/2021;PAID
555;23/09/2021;28/06/2021;11680;345,05;267646;345,05;23/09/2021;PAID
556;28/06/2021;28/06/2021;1;143;267612;143;28/06/2021;PAID
557;28/06/2021;28/06/2021;1100346525;147;267619;147;28/06/2021;PAID
558;28/06/2021;28/06/2021;1100346542;965;267619;965;28/06/2021;PAID
559;19/07/2021;29/06/2021;38249;314;267644;314;19/07/2021;PAID
560;02/08/2021;29/06/2021;38249;292,99;267644;292,99;02/08/2021;PAID
561;16/08/2021;29/06/2021;38249;292,99;267644;292,99;16/08/2021;PAID
562;28/07/2021;29/06/2021;39957;2168;253270;2168;20/07/2021;PAID
563;05/07/2021;29/06/2021;78025;1140;253238;1140;05/07/2021;PAID
564;29/06/2021;29/06/2021;90233;12;267647;12;29/06/2021;PAID
565;29/06/2021;30/06/2021;350344;228,22;267575;228,22;30/06/2021;PAID
566;30/06/2021;30/06/2021;90258;11,6;267647;11,6;30/06/2021;PAID
567;30/06/2021;30/06/2021;1100346680;7,75;267675;7,75;30/06/2021;PAID
568;30/06/2021;30/06/2021;65374;80;267580;80;30/06/2021;PAID
569;30/06/2021;30/06/2021;1100346716;150,48;267675;150,48;30/06/2021;PAID
570;30/06/2021;30/06/2021;90264;17;267647;17;30/06/2021;PAID
571;30/06/2021;30/06/2021;24856;295;267642;295;30/06/2021;PAID
572;30/06/2021;30/06/2021;180462;22,5;267583;22,5;30/06/2021;PAID
573;29/06/2021;29/06/2021;1100346599;113;267675;113;29/06/2021;PAID
574;30/06/2021;30/06/2021;350763;976,35;267575;976,35;30/06/2021;PAID
575;01/07/2021;01/07/2021;148344;36;267572;36;01/07/2021;PAID
576;01/07/2021;02/07/2021;351235;1087,13;267575;1087,13;02/07/2021;PAID
577;02/07/2021;02/07/2021;12;21;267592;21;02/07/2021;PAID
578;01/07/2021;01/07/2021;1100346908;140;267675;140;01/07/2021;PAID
579;30/06/2021;30/06/2021;46403;1247,04;267660;1247,04;30/06/2021;PAID
580;02/07/2021;02/07/2021;1;199,3;267592;199,3;02/07/2021;PAID
581;11/08/2021;03/07/2021;11862;432,37;267646;432,37;11/08/2021;PAID
582;16/06/2021;16/06/2021;22;300;267613;300;16/06/2021;PAID
583;03/07/2021;03/07/2021;21484;4284,34;267641;4284,34;03/07/2021;PAID
584;30/06/2021;30/06/2021;213141;4074,13;267584;4074,13;30/06/2021;PAID
585;06/07/2021;06/07/2021;1100347316;79,2;267675;79,2;06/07/2021;PAID
586;06/07/2021;06/07/2021;24421;36;267574;36;06/07/2021;PAID
587;06/07/2021;06/07/2021;49138;247,94;253245;247,94;06/07/2021;PAID
588;06/07/2021;06/07/2021;352187;1160,01;267575;1160,01;06/07/2021;PAID
589;06/07/2021;06/07/2021;49126;85;253245;85;06/07/2021;PAID
590;05/07/2021;05/07/2021;1100347193;109,58;267675;109,58;05/07/2021;PAID
591;06/07/2021;06/07/2021;1100347358;585;267675;585;06/07/2021;PAID
592;07/07/2021;07/07/2021;1100347535;195;267675;195;07/07/2021;PAID
593;07/07/2021;07/07/2021;49146;120;253245;120;07/07/2021;PAID
594;07/07/2021;07/07/2021;1100347442;29;267675;29;07/07/2021;PAID
595;06/07/2021;07/07/2021;198512;1400;267664;1400;07/07/2021;PAID
596;08/07/2021;08/07/2021;24452;58;267574;58;08/07/2021;PAID
597;06/07/2021;08/07/2021;352646;683,36;267575;683,36;08/07/2021;PAID
598;07/07/2021;08/07/2021;353146;2019,42;267575;2019,42;08/07/2021;PAID
599;08/07/2021;08/07/2021;214825;135;267584;135;08/07/2021;PAID
600;14/07/2021;08/07/2021;38819;708,55;267644;708,55;14/07/2021;PAID
601;06/07/2021;08/07/2021;24429;330;267574;330;08/07/2021;PAID
602;07/07/2021;08/07/2021;9113;750;267640;750;08/07/2021;PAID
603;08/07/2021;09/07/2021;353583;284,68;267575;284,68;09/07/2021;PAID
604;09/07/2021;09/07/2021;963;1100;267638;1100;09/07/2021;PAID
605;05/07/2021;05/07/2021;7;228;267655;228;05/07/2021;PAID
606;05/07/2021;05/07/2021;7;1400;267664;1400;05/07/2021;PAID
607;06/07/2021;09/06/2021;10;40;267611;40;06/07/2021;PAID
608;07/07/2021;07/07/2021;7;176;267654;176;07/07/2021;PAID
609;09/07/2021;01/07/2021;7;119,4;267615;119,4;09/07/2021;PAID
610;29/06/2021;29/06/2021;6;107,89;267600;107,89;09/07/2021;PAID
611;13/07/2021;13/07/2021;58277;16,56;267581;16,56;13/07/2021;PAID
612;13/07/2021;13/07/2021;24519;7;267574;7;13/07/2021;PAID
613;14/07/2021;14/07/2021;1100348166;399;267675;399;14/07/2021;PAID
614;14/07/2021;14/07/2021;1100348233;214,72;267675;214,72;14/07/2021;PAID
615;14/07/2021;14/07/2021;5689;47,5;267597;47,5;14/07/2021;PAID
616;14/07/2021;14/07/2021;66003;261,64;267580;261,64;14/07/2021;PAID
617;14/07/2021;14/07/2021;215876;270;267584;270;14/07/2021;PAID
618;13/07/2021;15/07/2021;354969;699,31;267575;699,31;15/07/2021;PAID
619;16/07/2021;16/07/2021;216149;50;267584;50;16/07/2021;PAID
620;12/07/2021;12/07/2021;1100347924;126;267675;126;12/07/2021;PAID
621;16/07/2021;16/07/2021;147251;130;267612;130;16/07/2021;PAID
622;15/08/2021;17/07/2021;12189;275,47;267646;275,47;16/08/2021;PAID
623;30/08/2021;17/07/2021;12189;275,47;267646;275,47;30/08/2021;PAID
624;14/09/2021;17/07/2021;12189;275,47;267646;275,47;14/09/2021;PAID
625;29/09/2021;17/07/2021;12189;275,47;267646;275,47;29/09/2021;PAID
626;14/10/2021;17/07/2021;12189;275,46;267646;275,46;14/10/2021;PAID
627;16/08/2021;18/05/2021;23572;592,57;267574;592,57;16/08/2021;PAID
628;17/07/2021;19/07/2021;24585;905;267574;905;19/07/2021;PAID
630;10/07/2021;02/07/2021;450;405,38;267617;405,38;10/07/2021;PAID
631;10/07/2021;01/07/2021;5;8565,19;267626;8565,19;12/07/2021;PAID
632;15/07/2021;01/07/2021;169162;50;267603;50;15/07/2021;PAID
633;15/07/2021;31/05/2021;44347;145;267623;145;15/07/2021;PAID
634;15/07/2021;01/07/2021;11;253,67;267605;253,67;15/07/2021;PAID
635;15/08/2021;01/07/2021;8;253,67;267605;253,67;16/08/2021;PAID
636;15/07/2021;01/07/2021;7;2200;267602;2200;15/07/2021;PAID
637;15/08/2021;01/07/2021;8;2200;267602;2200;16/08/2021;PAID
638;10/07/2021;05/07/2021;7;6665,1;267634;6665,1;10/07/2021;PAID
639;18/08/2021;20/07/2021;39455;965,66;267644;965,66;18/08/2021;PAID
640;16/08/2021;20/07/2021;80450;1492,41;253238;1492,41;10/08/2021;PAID
641;13/09/2021;20/07/2021;80450;1492,41;253238;1492,41;10/09/2021;PAID
642;19/07/2021;19/07/2021;2;1430;267592;1430;19/07/2021;PAID
643;12/07/2021;12/07/2021;354494;612,52;267575;612,52;20/07/2021;PAID
644;09/07/2021;20/07/2021;354029;449,46;267575;449,46;20/07/2021;PAID
645;11/08/2021;20/07/2021;40185;3102;253270;3102;10/08/2021;PAID
646;12/07/2021;12/07/2021;215287;126,6;267584;126,6;12/07/2021;PAID
647;16/07/2021;16/07/2021;1100348513;66,33;267675;66,33;16/07/2021;PAID
648;20/07/2021;20/07/2021;181225;15;267583;15;20/07/2021;PAID
649;20/07/2021;20/07/2021;381297;17,75;267662;17,75;20/07/2021;PAID
650;20/08/2021;22/07/2021;357588;1293,52;267575;1293,52;20/08/2021;PAID
651;22/07/2021;22/07/2021;24649;400;267574;400;22/07/2021;PAID
652;09/07/2021;22/07/2021;24473;652,5;267574;652,5;22/07/2021;PAID
653;19/08/2021;23/07/2021;80937;1844;253238;1844;19/08/2021;PAID
654;29/07/2021;23/07/2021;357989;234,35;267575;234,35;29/07/2021;PAID
655;23/07/2021;23/07/2021;1100349168;760;267675;760;23/07/2021;PAID
656;23/07/2021;23/07/2021;181404;50;267675;50;23/07/2021;PAID
657;30/07/2021;24/07/2021;358371;3504,74;267575;3504,74;30/07/2021;PAID
658;23/07/2021;24/07/2021;358372;475,32;267575;475,32;24/07/2021;PAID
659;24/07/2021;24/07/2021;147387;190;267612;190;24/07/2021;PAID
660;26/07/2021;26/07/2021;84836;32,68;253263;32,68;26/07/2021;PAID
661;21/08/2021;26/07/2021;40370;3858;253270;3858;20/08/2021;PAID
662;26/07/2021;26/07/2021;92211;1464,6;267642;1464,6;26/07/2021;PAID
663;10/07/2021;10/07/2021;180864;310,5;267583;310,5;10/07/2021;PAID
664;13/07/2021;26/07/2021;24503;70;267574;70;26/07/2021;PAID
665;13/07/2021;26/07/2021;24502;120;267574;120;26/07/2021;PAID
666;14/07/2021;26/07/2021;24543;370;267574;370;26/07/2021;PAID
667;19/07/2021;26/07/2021;24601;965;267574;965;26/07/2021;PAID
668;16/07/2021;16/07/2021;1100348503;96;267675;96;16/07/2021;PAID
669;02/08/2021;27/07/2021;39899;1640,94;267644;1640,94;02/08/2021;PAID
670;26/07/2021;27/07/2021;358892;2085,21;267575;2085,21;27/07/2021;PAID
671;27/07/2021;27/07/2021;25713;680;267642;680;27/07/2021;PAID
672;27/07/2021;27/07/2021;147430;55;267612;55;27/07/2021;PAID
673;26/07/2021;26/07/2021;1;80;267568;80;26/07/2021;PAID
674;26/07/2021;26/07/2021;25687;450;267642;450;26/07/2021;PAID
675;27/07/2021;27/07/2021;3617;750;267609;750;27/07/2021;PAID
676;27/07/2021;27/07/2021;1;550;267592;550;27/07/2021;PAID
677;27/07/2021;28/07/2021;359278;275,19;267575;275,19;28/07/2021;PAID
678;26/08/2021;28/07/2021;78851;246,4;253256;246,4;26/08/2021;PAID
679;24/08/2021;28/07/2021;81507;1535,04;253238;1535,04;20/08/2021;PAID
680;27/08/2021;28/07/2021;78876;102;253256;102;27/08/2021;PAID
681;28/07/2021;28/07/2021;312558;75,6;267589;75,6;28/07/2021;PAID
682;20/07/2021;01/07/2021;7;7869,13;267626;7869,13;20/07/2021;PAID
683;20/07/2021;01/07/2021;44348;407;267616;407;20/07/2021;PAID
684;21/07/2021;27/06/2021;5497;184,8;267611;184,8;21/07/2021;PAID
685;23/07/2021;01/07/2021;44348;125,09;267621;125,09;23/07/2021;PAID
686;20/07/2021;10/07/2021;7;1000;267628;1000;20/07/2021;PAID
687;20/07/2021;18/07/2021;7;1029;267634;1029;22/07/2021;PAID
688;28/07/2021;28/07/2021;1;39;267592;39;28/07/2021;PAID
689;05/08/2021;29/07/2021;81703;1385;253238;1385;05/08/2021;PAID
690;29/07/2021;30/07/2021;360007;332,76;267575;332,76;30/07/2021;PAID
691;26/08/2021;30/07/2021;81784;531,31;253238;531,31;26/08/2021;PAID
692;30/07/2021;30/07/2021;1;53;267592;53;30/07/2021;PAID
693;30/07/2021;30/07/2021;24772;110;267574;110;30/07/2021;PAID
694;06/08/2021;31/07/2021;238597;678,68;267535;678,68;06/08/2021;PAID
695;16/08/2021;31/07/2021;81943;165,64;253238;165,64;16/08/2021;PAID
696;31/07/2021;31/07/2021;1100350006;100;267675;100;31/07/2021;PAID
697;30/07/2021;30/07/2021;91118;450;267590;450;30/07/2021;PAID
698;15/08/2021;27/07/2021;5557;795;267666;795;16/08/2021;PAID
699;15/08/2021;28/07/2021;5621;795;267666;795;16/08/2021;PAID
700;30/07/2021;30/07/2021;0;550;267592;550;30/07/2021;PAID
702;09/08/2021;31/07/2021;12;45,63;267615;45,63;09/08/2021;PAID
703;13/08/2021;14/07/2021;18603;1000;267663;1000;10/08/2021;PAID
704;12/09/2021;31/07/2021;18603/3-3;1000;267663;1000;01/09/2021;PAID
705;04/08/2021;31/07/2021;148779;40;267611;40;04/08/2021;PAID
706;19/08/2021;31/07/2021;256/1-2;750;267667;750;10/08/2021;PAID
707;19/09/2021;31/07/2021;256/2-2;750;267667;750;19/09/2021;PAID
708;28/07/2021;31/07/2021;24724;285;267574;285;31/07/2021;PAID
